,Student ID,TA Name,Course Name,Semester,Grade,Attendance,Homework Submissions,Midterm Score,Final Score,TA Feedback,label
825,268,Dave Thompson,Calculus I,2021,A,80,20,80,95,1,1
826,480,John Smith,Chemistry I,2021,B,80,20,85,20,1,1
827,308,Alice White,Statistics II,2021,B,90,20,95,95,1,1
828,717,Alice White,Calculus I,2021,A+,95,10,85,95,0,1
829,756,John Smith,Statistics II,2021,C,90,10,95,95,0,0
830,599,Alice White,Biology III,2021,C,85,10,95,20,0,1
831,612,Jane Doe,Calculus I,2021,C,85,15,95,20,1,1
832,698,Jane Doe,Physics II,2021,A,95,15,80,20,0,1
833,222,John Smith,Chemistry I,2021,B+,90,20,80,100,0,1
834,278,John Smith,Physics II,2021,A,75,10,95,20,0,1
835,358,Jane Doe,Chemistry I,2021,A+,75,15,85,100,0,1
836,685,Bob Johnson,Calculus I,2021,B,95,15,85,10,1,1
837,318,John Smith,Calculus I,2021,A,90,10,95,20,0,1
838,42,Jane Doe,Statistics II,2021,C,75,15,90,20,0,1
839,67,Bob Johnson,Chemistry I,2021,B+,75,20,90,10,1,1
840,905,Bob Johnson,Biology III,2021,A+,90,20,95,20,1,1
841,192,Jane Doe,Physics II,2021,B,80,20,95,90,0,1
842,143,Jane Doe,Biology III,2021,B+,75,20,95,100,0,1
843,926,Alice White,Chemistry I,2021,A,75,20,90,20,1,1
844,154,Bob Johnson,Biology III,2021,A,90,15,90,95,1,1
845,94,Dave Thompson,Chemistry I,2021,B+,90,15,95,90,0,1
846,197,Alice White,Statistics II,2021,B+,90,15,80,20,0,1
847,378,Alice White,Statistics II,2021,B,75,10,95,95,0,0
848,607,Bob Johnson,Biology III,2021,C,90,15,95,10,0,1
849,383,Bob Johnson,Biology III,2021,B+,95,10,85,20,1,1
850,761,Bob Johnson,Chemistry I,2021,B,95,15,85,95,1,1
851,534,John Smith,Statistics II,2021,B+,90,15,95,100,1,1
852,566,Jane Doe,Biology III,2021,B+,75,10,85,95,1,1
853,489,Jane Doe,Chemistry I,2021,C,75,20,95,95,0,0
854,637,Jane Doe,Chemistry I,2021,B,75,10,95,100,1,1
855,826,Bob Johnson,Biology III,2021,A,90,10,95,20,1,1
856,719,Alice White,Physics II,2021,B,95,20,95,20,0,1
857,693,Bob Johnson,Calculus I,2021,B,95,10,80,90,1,1
858,867,Bob Johnson,Chemistry I,2021,B,90,15,85,90,1,1
859,787,Alice White,Statistics II,2021,C,95,10,95,20,0,1
860,162,Dave Thompson,Calculus I,2021,C,95,20,90,20,1,1
861,466,John Smith,Chemistry I,2021,A+,90,10,85,95,1,1
862,398,Dave Thompson,Physics II,2021,A,95,20,85,100,0,1
863,278,Bob Johnson,Calculus I,2021,C,95,15,80,20,0,1
864,472,Jane Doe,Statistics II,2021,C,80,10,95,95,0,0
865,141,Jane Doe,Calculus I,2021,B,95,10,95,100,1,1
866,635,Alice White,Biology III,2021,B,95,15,95,95,1,1
867,704,Bob Johnson,Chemistry I,2021,B+,95,15,95,10,1,1
868,568,Alice White,Biology III,2021,B+,90,15,95,10,0,1
869,968,Alice White,Physics II,2021,B+,90,15,95,20,1,1
870,810,John Smith,Calculus I,2021,C,85,15,80,100,1,1
871,247,Alice White,Biology III,2021,B+,90,10,95,10,0,1
872,834,Bob Johnson,Physics II,2021,A,85,15,85,100,0,1
873,703,John Smith,Biology III,2021,B+,80,15,95,90,1,1
874,170,Jane Doe,Statistics II,2021,A+,95,15,95,90,0,1
875,219,John Smith,Biology III,2021,A+,80,10,85,95,0,1
876,34,Bob Johnson,Chemistry I,2021,B,90,15,90,100,0,1
877,285,Dave Thompson,Biology III,2021,C,85,20,80,100,0,1
878,410,John Smith,Biology III,2021,A+,90,10,85,20,1,1
879,407,Dave Thompson,Biology III,2021,A,90,10,80,100,1,1
880,36,John Smith,Biology III,2021,B,85,15,90,20,0,1
881,374,John Smith,Biology III,2021,A+,95,15,95,10,1,1
882,265,Alice White,Calculus I,2021,B+,75,10,90,95,0,1
883,853,Dave Thompson,Calculus I,2021,A+,75,20,85,95,0,1
884,298,Dave Thompson,Statistics II,2021,A+,75,15,80,20,0,1
885,740,John Smith,Calculus I,2021,B,85,15,80,95,0,1
886,579,Bob Johnson,Physics II,2021,C,80,15,90,90,0,0
887,7,Bob Johnson,Chemistry I,2021,B+,90,10,80,90,0,1
888,23,Dave Thompson,Biology III,2021,B+,90,10,95,100,1,1
889,416,Alice White,Biology III,2021,B+,75,10,80,100,1,1
890,535,Alice White,Biology III,2021,B+,95,10,80,20,0,1
891,272,Bob Johnson,Statistics II,2021,C,95,20,95,100,1,1
892,69,Alice White,Statistics II,2021,B+,90,10,95,95,0,0
893,13,John Smith,Physics II,2021,C,80,20,95,100,1,1
894,266,John Smith,Biology III,2021,B,90,10,95,95,1,1
895,760,Dave Thompson,Statistics II,2021,A,90,20,80,10,1,1
896,571,Jane Doe,Biology III,2021,C,90,15,80,10,0,1
897,258,Bob Johnson,Calculus I,2021,B+,95,15,95,90,1,1
898,720,Bob Johnson,Biology III,2021,B,85,10,85,100,0,1
899,948,Jane Doe,Physics II,2021,B,90,15,80,100,0,1
900,641,Alice White,Physics II,2021,A+,85,15,80,100,0,1
901,710,John Smith,Statistics II,2021,A+,80,10,80,90,1,1
902,822,John Smith,Biology III,2021,A,95,15,80,20,0,1
903,275,Bob Johnson,Physics II,2021,A,90,10,95,90,1,1
904,97,Bob Johnson,Calculus I,2021,A+,75,10,95,20,1,1
905,28,Alice White,Statistics II,2021,A+,80,15,95,95,1,1
906,645,Alice White,Calculus I,2021,B,85,20,85,95,0,1
907,844,Bob Johnson,Physics II,2021,C,85,15,80,95,0,1
908,414,Alice White,Statistics II,2021,A+,95,15,80,10,1,1
909,977,Jane Doe,Biology III,2021,B+,75,10,95,95,0,1
910,787,John Smith,Chemistry I,2021,C,90,15,85,20,1,1
911,104,Bob Johnson,Biology III,2021,C,95,10,90,20,0,1
912,42,Jane Doe,Biology III,2021,B+,85,10,95,20,1,1
913,665,Jane Doe,Calculus I,2021,B+,75,20,80,10,0,1
914,291,Dave Thompson,Biology III,2021,B+,90,10,95,10,1,1
915,521,Bob Johnson,Chemistry I,2021,B,85,15,95,90,0,1
916,736,Dave Thompson,Statistics II,2021,A+,90,20,80,20,0,1
917,39,Jane Doe,Statistics II,2021,A+,90,10,95,20,1,1
918,440,Bob Johnson,Chemistry I,2021,B,75,10,95,90,0,1
919,38,Dave Thompson,Calculus I,2021,C,90,10,95,10,1,1
920,783,John Smith,Chemistry I,2021,B,95,15,80,95,0,1
921,109,Bob Johnson,Statistics II,2021,A+,90,10,85,20,1,1
922,430,Dave Thompson,Chemistry I,2021,A,90,10,85,20,1,1
923,421,Alice White,Calculus I,2021,B,95,15,95,20,0,1
924,346,Bob Johnson,Biology III,2021,A,80,20,85,100,1,1
925,381,Alice White,Biology III,2021,A,95,10,95,20,1,1
926,504,Bob Johnson,Statistics II,2021,B+,90,15,90,90,0,0
927,572,Dave Thompson,Calculus I,2021,B+,95,20,95,100,1,1
928,574,Dave Thompson,Biology III,2021,B+,85,10,85,100,0,1
929,510,Bob Johnson,Biology III,2021,A,90,10,95,20,1,1
930,543,Jane Doe,Biology III,2021,A+,85,15,80,100,0,1
931,30,Dave Thompson,Physics II,2021,B+,90,15,80,20,1,1
932,578,Bob Johnson,Biology III,2021,B+,75,10,95,95,1,1
933,775,Bob Johnson,Physics II,2021,C,95,10,95,95,0,0
934,158,John Smith,Chemistry I,2021,A,75,10,85,100,1,1
935,161,Alice White,Statistics II,2021,A,90,15,80,90,1,1
936,368,John Smith,Statistics II,2021,B+,75,20,95,90,1,1
937,359,Alice White,Physics II,2021,C,75,10,95,20,1,1
938,623,Alice White,Calculus I,2021,C,80,20,95,100,1,1
939,550,John Smith,Physics II,2021,B,75,15,90,100,1,1
940,724,Jane Doe,Biology III,2021,B,90,15,80,95,1,1
941,403,Bob Johnson,Calculus I,2021,B+,90,15,80,100,1,1
942,649,Dave Thompson,Statistics II,2021,A,75,15,85,100,1,1
943,854,Bob Johnson,Chemistry I,2021,C,80,15,80,10,1,1
944,928,John Smith,Chemistry I,2021,C,95,10,80,20,0,1
945,670,Jane Doe,Physics II,2021,C,75,10,90,100,0,1
946,134,Dave Thompson,Physics II,2021,A,80,15,80,20,0,1
947,701,Dave Thompson,Physics II,2021,B,75,15,95,20,0,1
948,977,Jane Doe,Physics II,2021,B+,75,20,85,10,0,1
949,677,Dave Thompson,Statistics II,2021,B,85,15,80,10,1,1
950,591,Dave Thompson,Biology III,2021,C,75,15,95,100,1,1
951,252,Jane Doe,Statistics II,2021,C,95,10,85,100,1,1
952,967,John Smith,Chemistry I,2021,A,90,15,95,10,0,1
953,206,John Smith,Chemistry I,2021,A,75,15,90,20,0,1
954,148,Dave Thompson,Chemistry I,2021,A,85,20,80,90,1,1
955,508,John Smith,Biology III,2021,B+,85,20,95,95,1,1
956,798,John Smith,Biology III,2021,A+,95,10,85,10,1,1
957,530,Dave Thompson,Calculus I,2021,A+,85,15,85,10,1,1
958,191,Dave Thompson,Biology III,2021,B+,95,10,95,100,0,1
959,957,John Smith,Chemistry I,2021,B+,90,10,85,20,0,1
960,185,Alice White,Biology III,2021,B+,75,10,95,90,0,1
961,406,Jane Doe,Biology III,2021,B,75,15,95,10,0,1
962,217,John Smith,Biology III,2021,B+,90,20,90,20,1,1
963,88,John Smith,Physics II,2021,B,75,20,90,90,1,1
964,607,Alice White,Biology III,2021,A,75,10,85,20,1,1
965,433,Bob Johnson,Physics II,2021,C,95,15,85,10,1,1
966,274,Bob Johnson,Chemistry I,2021,A+,85,15,95,100,0,1
967,994,Jane Doe,Calculus I,2021,C,80,15,95,10,1,1
968,61,Dave Thompson,Statistics II,2021,A+,90,15,95,95,1,1
969,82,John Smith,Calculus I,2021,A,95,20,80,90,0,1
970,78,Alice White,Statistics II,2021,A+,75,20,80,95,1,1
971,708,Dave Thompson,Chemistry I,2021,A,85,20,80,10,1,1
972,903,Dave Thompson,Physics II,2021,C,95,10,85,20,0,1
973,903,Bob Johnson,Biology III,2021,B,85,15,80,95,0,1
974,321,John Smith,Physics II,2021,A+,90,10,80,90,1,1
975,552,Jane Doe,Statistics II,2021,B+,75,20,85,100,0,1
976,884,Alice White,Biology III,2021,B,90,10,95,10,1,1
977,536,John Smith,Statistics II,2021,B,95,10,95,90,1,1
978,672,Dave Thompson,Statistics II,2021,A,90,20,95,100,1,1
979,266,Dave Thompson,Biology III,2021,C,95,10,85,95,0,1
980,649,Jane Doe,Calculus I,2021,B+,90,15,80,20,1,1
981,39,Bob Johnson,Calculus I,2021,C,90,15,80,20,1,1
982,899,Jane Doe,Statistics II,2021,C,85,20,95,95,1,1
983,108,Jane Doe,Chemistry I,2021,B,75,15,85,10,1,1
984,739,John Smith,Physics II,2021,B+,75,10,85,20,1,1
985,581,Bob Johnson,Calculus I,2021,A+,90,15,95,95,1,1
986,263,Dave Thompson,Biology III,2021,B+,85,10,80,100,0,1
987,396,Bob Johnson,Statistics II,2021,A,80,15,90,95,0,1
988,279,John Smith,Physics II,2021,B,90,10,95,95,0,0
989,857,John Smith,Physics II,2021,B+,80,15,80,100,0,1
990,959,Jane Doe,Statistics II,2021,A,95,10,80,20,1,1
991,529,John Smith,Physics II,2021,A+,75,15,80,20,1,1
992,334,Bob Johnson,Chemistry I,2021,C,75,15,95,95,0,0
993,227,Jane Doe,Statistics II,2021,C,95,20,90,10,0,1
994,192,Jane Doe,Physics II,2021,A,90,20,85,90,0,1
995,321,Jane Doe,Physics II,2021,B,75,20,80,100,0,1
996,342,Bob Johnson,Calculus I,2021,C,90,20,85,95,1,1
997,28,Jane Doe,Physics II,2021,B,75,10,85,95,0,1
998,314,Alice White,Physics II,2021,B,75,15,90,20,1,1
999,215,Alice White,Calculus I,2021,C,90,20,85,90,1,1
